Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6eW5CV54WFEsX0lklO3BPO,"Jumpstarted","Off To The Races","Jukebox The Ghost",2018-03-30,262626,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:27:29Z,"","Jukebox the Ghost, LLC",0.514,0.718,7,-3.37,1,0.0533,0.425,0,0.352,0.594,172.002,4
spotify:track:0DkeC0pUUaZyrtnhFLyHG1,"Bach","Nobody Wants to Be You","Dan Reeder",2017-11-10,110004,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:27:37Z,"","Oh Boy Records",0.653,0.186,10,-15.954,1,0.0452,0.991,0.0229,0.113,0.474,82.491,4
spotify:track:3Dx7dAfZv1sMjPNme8amqe,"Blow Away the Morning Dew (Arr. G. Langford)","King'S Singers (The): Original Debut Recording","The King's Singers;Gordon Langford Trio",1992-08-01,120333,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:27:44Z,"choral,renaissance","Chandos",0.543,0.222,5,-19.273,1,0.0878,0.961,0,0.0867,0.32,120.86,4
spotify:track:5xKGcwuBnJZzrVt4BaXO7d,"All Ways","Just Be","Elliott Park",2018-06-08,157595,35,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:27:47Z,"","Elliott Park",0.9,0.167,7,-13.435,1,0.0842,0.871,0,0.105,0.534,91.695,4
spotify:track:19W5OTEcQI3ZoRW1HERMyy,"Cancer","Cancer","Twenty One Pilots",2016-09-14,236826,59,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:27:51Z,"","Fueled By Ramen",0.652,0.295,2,-11.045,1,0.0477,0.281,0.0000103,0.0809,0.196,75.065,4
spotify:track:5HRCCwyqDIvxVvcwdzhb7G,"In A Spiral","Reaching For Chiron","BIGYUKI",2017-11-01,250746,11,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:27:57Z,"nu jazz","Universal Music LLC",0.445,0.229,1,-8.582,1,0.0382,0.966,0.00000356,0.111,0.188,78.028,4
spotify:track:3bpGAsjsCIMTz98E7injb2,"Impostor Syndrome","No Dogs Allowed","Sidney Gish",2017-12-31,294260,72,true,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:44:12Z,"bedroom pop","Sidney Gish",0.717,0.567,7,-9.166,1,0.0329,0.6,0.00000485,0.205,0.728,114.976,4
spotify:track:4NzMOnvSJVNKF7nw5NkXIP,"bury a friend","bury a friend","Billie Eilish",2019-01-30,193143,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:28:02Z,"","Darkroom",0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4
spotify:track:7qEKqBCD2vE5vIBsrUitpD,"ilomilo","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish",2019-03-29,156370,75,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:28:09Z,"","Darkroom/Interscope Records",0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,4
spotify:track:1DrirX7vAJMDAoz37ZbSeA,"Leaves That Are Green","Sounds Of Silence","Simon & Garfunkel",1966-01-17,145080,48,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:28:36Z,"folk rock,folk","Columbia",0.537,0.361,4,-15.617,1,0.0327,0.32,0,0.0756,0.889,105.668,4
spotify:track:66b5GVDAsyvkY0f0hA25km,"My Day Will Come","Flight","James Francies;Yebba",2018-10-19,293632,31,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:28:41Z,"jazz","Blue Note Records",0.289,0.366,7,-9.136,1,0.0312,0.94,0.597,0.107,0.0936,135.521,4
spotify:track:1UBe9K7MECJJOYd20nwhpl,"Guiltless","Guiltless","dodie",2019-05-27,208033,34,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:28:47Z,"","doddleoddle",0.741,0.307,7,-12.643,1,0.0789,0.936,0,0.191,0.538,144.987,4
spotify:track:0TIjhvcvL0FV1NhOKMW4kd,"Bird of Paradise","Donut County (Original Soundtrack)","Daniel Koestner",2018-08-28,205048,36,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:28:52Z,"","Annapurna Interactive",0.769,0.434,4,-13.533,0,0.0504,0.591,0.863,0.116,0.681,103,4
spotify:track:04ioyoZimNuOKKpoHBtTLk,"Kogi","Greatest Hits, Vol. 1","Jacob Mann Big Band",2016-12-09,237269,31,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:28:59Z,"big band,jazz fusion","One Minute Records",0.593,0.586,5,-10.178,1,0.265,0.628,0.788,0.077,0.178,124.459,4
spotify:track:5cHh5QK7QgXK669vYZOO7z,"The Lobster","The Gloaming 3","The Gloaming",2019-02-22,413373,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:02Z,"celtic","Real World Records",0.458,0.352,9,-12.133,1,0.0534,0.955,0.00878,0.096,0.322,104.453,4
spotify:track:6DUxmvSrqSPmVQRPDmvowm,"AGT","Magic Ship","Mountain Man",2018-09-21,137560,24,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:06Z,"","Nonesuch",0.654,0.113,4,-17.256,1,0.523,0.991,0,0.291,0.438,118.494,4
spotify:track:5QQokK9WJa28KhXLP9mpPb,"Fish in the Sea","The Water's Fine!","Liana Flores",2018-06-01,88809,44,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:12Z,"","880898 Records DK",0.705,0.0479,6,-15.198,0,0.0603,0.986,0,0.13,0.352,113.951,4
spotify:track:78BLTUqTCCHuptFEGejEoS,"Whitacre: Sleep","Light & Gold","Eric Whitacre;Eric Whitacre Singers",2010-01-01,333600,42,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:15Z,"choral","Decca (UMO)",0.174,0.0377,0,-24.96,0,0.0439,0.987,0.0483,0.175,0.031,121.718,3
spotify:track:3o9ZhwPb3TrlgVBcMXffzj,"Level Up","Sucker Punch","Sigrid",2019-03-08,137885,30,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:22Z,"norwegian pop","Universal-Island Records Ltd.",0.466,0.249,0,-12.56,1,0.0425,0.86,0.0000027,0.151,0.235,95.034,4
spotify:track:68Ql0GGEdzmSgMoHuNnqs2,"Woman","Woman","Isa Ma;Amanda Sudano-Ramirez",2019-10-04,154783,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:29Z,"","Mother's Records",0.522,0.16,9,-9.942,1,0.0385,0.88,0,0.11,0.59,116.983,3
spotify:track:2NvDa1mH1o0wUrsAcMclW2,"Spirit Cold (feat. Upper Structure)","Spirit Cold (feat. Upper Structure)","Tall Heights;Upper Structure",2019-07-26,230440,14,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:33Z,"folk pop,indie folk","Masterworks",0.261,0.16,11,-12.502,1,0.0329,0.94,0.00000661,0.156,0.164,75.326,4
spotify:track:5feuWfAXA4rEKH9pXCjOV2,"Birthday Suit","The Much Much How How and I","Cosmo Sheldrake",2018-04-06,80406,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:36Z,"","Transgressive",0.69,0.574,8,-8.109,1,0.231,0.837,0.0000948,0.121,0.522,62.619,4
spotify:track:6wzMwD1OcvOGOUXfaUxrBq,"4AM","Songs of the SMP","Derivakat",2021-02-26,208644,0,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:44:42Z,"","Derivakat Music",0.528,0.541,2,-5.492,0,0.0398,0.804,0,0.216,0.363,82.686,4
spotify:track:5Cj4PNCeKOJ5oydyuHuTUU,"Smoke","There's Always Glimmer","Gia Margaret",2019-05-24,227758,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:39Z,"","Dalliance Recordings",0.405,0.344,8,-13.063,1,0.0325,0.919,0.132,0.092,0.0752,122.721,4
spotify:track:0uXNMhYMVwNO3pkcmvE5bt,"The Thief Bunny Society","The Thief Bunny Society","Per Störby Jutbring",2019-07-31,213613,13,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:43Z,"","Hoob Records",0.579,0.272,8,-20.274,1,0.0342,0.992,0.917,0.208,0.65,149.967,1
spotify:track:0pBPm7QxjaC46nlqQ4YNt8,"Weird Fishes","Weird Fishes","Lianne La Havas",2020-06-24,354533,39,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:29:57Z,"alternative r&b,soul,pop soul","Warner Records",0.396,0.415,7,-10.106,1,0.0599,0.0362,0.02,0.0913,0.263,151.458,4
spotify:track:0mJ35OaQMtOxmFhH0owTxS,"2020","2020","Ben Folds",2020-06-26,143977,20,true,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:30:06Z,"","Ben Folds Productions",0.526,0.28,0,-9.286,1,0.0512,0.938,0.00000155,0.107,0.346,130.252,4
spotify:track:6hZ3wAZGh5yQcZMxDXnTL3,"Good Woman","Good Woman","The Staves",2020-10-20,197640,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:30:10Z,"indie folk","Atlantic Records UK",0.628,0.345,1,-12.505,1,0.0289,0.425,0.0165,0.119,0.116,99.991,4
spotify:track:5BK0uqwY9DNfZ630STAEaq,"gold rush","evermore","Taylor Swift",2020-12-11,185320,64,true,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:30:24Z,"","Taylor Swift",0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,4
spotify:track:7kBukUQXYMNWKiuZL1nJnF,"Banana Bread","Dear.","Cavetown",2018-06-29,286922,41,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:32:18Z,"bedroom pop","Oat Milk Industries and Many Hats Endeavors",0.724,0.56,4,-9.218,1,0.0287,0.0191,0.000668,0.192,0.0648,115,3
spotify:track:3znD2JTezT8ZLkp2pmft2l,"Talk to Me","Dear.","Cavetown",2018-06-29,277327,58,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:32:26Z,"bedroom pop","Oat Milk Industries and Many Hats Endeavors",0.626,0.323,4,-9.607,1,0.0339,0.667,0,0.0605,0.234,130.082,4
spotify:track:2fMscoKQg28eyAWqI8aV7a,"shy little frog","shy little frog","BaKu;sushisingz",2021-05-16,172854,29,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:34:18Z,"","BaKu",0.759,0.582,4,-9.975,1,0.0973,0.616,0.000045,0.0999,0.669,133.853,4
spotify:track:7q2cOMu2tKxclf9iXDateo,"O Pato - El Pato","Casa","Natalia Lafourcade",2005,129440,44,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:34:31Z,"latin folk,bolero,latin indie,latin alternative,latin folklore","Epic",0.696,0.634,2,-9.727,1,0.364,0.701,0.00411,0.113,0.737,194.001,4
spotify:track:48vMdbrYwPl6O8PmuCN5ZU,"One Note Samba","Fitzgerald & Pass...Again","Ella Fitzgerald;Joe Pass",1976-01-01,303506,28,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:37:14Z,"vocal jazz,jazz,swing music,big band,christmas,bebop,jazz ballads,hard bop","Original Jazz Classics",0.587,0.119,3,-18.476,0,0.0931,0.927,0.0166,0.121,0.401,155.292,4
spotify:track:1pUyZuge2qoSG1nzDxftQJ,"two queens in a king sized bed","two queens in a king sized bed","girl in red",2020-11-18,190944,0,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T16:03:38Z,"bedroom pop","world in red",0.361,0.218,9,-14.989,1,0.0338,0.911,0.000577,0.0748,0.167,114.476,4
spotify:track:1Y2xv06UOclv7HpuMSqFq1,"Giorno's Theme","Giorno's Theme","Friedrich Habetler",2019-12-10,306321,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:38:04Z,"anime","Friedrich Habetler",0.471,0.785,11,-6.005,1,0.058,0.00000696,0.828,0.209,0.481,137.976,4
spotify:track:76ORvm0ZUHWZNAbnwh2SC3,"A song about nothing - Live","A song about nothing - Live","MALINDA",2019-05-24,199505,20,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:38:08Z,"sea shanties,celtic","MKR Productions, Inc",0.387,0.223,3,-13.592,1,0.0327,0.905,0.0000184,0.346,0.349,86.19,4
spotify:track:7DD1ojeTUwnW65g5QuZw7X,"I Will Survive - 1981 Re-recording","I Will Survive","Gloria Gaynor",1981,261173,60,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:38:33Z,"disco","Dessca/Marfontaine",0.668,0.678,9,-10.317,0,0.056,0.00293,0,0.265,0.657,120.029,4
spotify:track:7iAqvWLgZzXvH38lA06QZg,"I Want To Break Free","Bohemian Rhapsody (The Original Soundtrack)","Queen",2018-10-19,223080,73,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:45:05Z,"classic rock,rock,glam rock","EMI",0.807,0.414,4,-8.903,1,0.0352,0.105,0.0000278,0.0813,0.502,108.944,4
spotify:track:2374M0fQpWi3dLnB54qaLX,"Africa","Toto IV","TOTO",1982-04-08,295282,88,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:38:39Z,"yacht rock,soft rock","Columbia",0.671,0.373,9,-18.064,1,0.0323,0.257,0.0000801,0.0481,0.732,92.718,4
spotify:track:7N3PAbqfTjSEU1edb2tY8j,"Jump - 2015 Remaster","1984 (Remastered)","Van Halen",1984-01-04,241599,78,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:38:50Z,"glam metal,classic rock,rock,hard rock","Rhino/Warner Records",0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,4
spotify:track:4ZHGRFGwjnEIXHG2FhcDPv,"I Hear a Symphony","Flying","Cody Fry",2017-10-06,185176,67,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:45:14Z,"","Cody Fry/Decca US Records",0.197,0.247,3,-8.542,1,0.0306,0.934,0.0163,0.111,0.407,75.787,3
spotify:track:5T8EDUDqKcs6OSOwEsfqG7,"Don't Stop Me Now - Remastered 2011","Jazz (2011 Remaster)","Queen",1978-11-10,209413,84,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:38:58Z,"classic rock,rock,glam rock","EMI",0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,"Every Breath You Take","Synchronicity (Remastered 2003)","The Police",1983-06-17,253920,94,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:39:07Z,"","Polydor Records",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4
spotify:track:2wSAWEYUHkt92X4SBAPqZE,"Karma Chameleon - Remastered 2002","Colour By Numbers (Remastered / Expanded Edition)","Culture Club",1983-10-01,252773,76,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:39:12Z,"","EMI Marketing",0.668,0.73,10,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,4
spotify:track:2fuCquhmrzHpu5xcA1ci9x,"Under Pressure - Remastered 2011","Hot Space (2011 Remaster)","Queen;David Bowie",1982-05-03,248440,83,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:39:16Z,"classic rock,rock,glam rock,art rock","EMI",0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,4
spotify:track:5MxNLUsfh7uzROypsoO5qe,"Dream On","Aerosmith","Aerosmith",1973-01-05,266960,7,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:39:21Z,"classic rock,rock","Columbia",0.307,0.433,1,-10.057,1,0.029,0.388,0.0000908,0.332,0.224,160.9,4
spotify:track:3cyJdcpXplwiAtvIvXssnE,"Vanishing Twin","Vanishing Twin","Blake Mills",2020-03-20,376871,10,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:40:00Z,"","Blake Mills Artist",0.375,0.156,6,-10.589,1,0.035,0.902,0.65,0.115,0.147,116.613,4
spotify:track:1aVedqqfdBKK0XsrjNJerA,"The Feeling","The Good Life","Sammy Rae & The Friends",2018-07-10,236213,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:40:07Z,"pop soul","Nettwerk Records",0.716,0.709,5,-4.978,1,0.0719,0.527,0,0.0886,0.763,127.059,4
spotify:track:5IP0alz84x3MGmg4IuXggH,"My Woman","Best of Lew Stone & The Monseigneur Band, 1932-34","Lew Stone & the Monseigneur Band;Al Bowlly;Nat Gonella;Tiny Winters",1998-01-01,195333,37,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:40:14Z,"big band,adult standards,swing music,ragtime","Claves Records",0.573,0.255,4,-16.105,0,0.179,0.888,0.0222,0.0844,0.876,172.803,4
spotify:track:4yugZvBYaoREkJKtbG08Qr,"Take It Easy - 2013 Remaster","Eagles (2013 Remaster)","Eagles",1972-06-01,211577,79,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:40:23Z,"classic rock,yacht rock,soft rock","Rhino/Elektra",0.575,0.67,7,-10.39,1,0.0318,0.343,0.00000495,0.129,0.74,139.191,4
spotify:track:2YSbHu9XF4bNYWt3MnIhgE,"Bohemian Rhapsody","Suicide Squad: The Album","Panic! At The Disco",2016-08-05,363114,50,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:40:28Z,"emo","Atlantic Records",0.386,0.562,10,-4.363,1,0.03,0.175,0.00000917,0.209,0.228,72.945,4
spotify:track:6i0V12jOa3mr6uu4WYhUBr,"Heathens","Heathens","Twenty One Pilots",2016-06-16,195920,84,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:41:18Z,"","Atlantic Records",0.732,0.396,4,-9.348,0,0.0286,0.0841,0.0000358,0.105,0.548,90.024,4
spotify:track:4xqrdfXkTW4T0RauPLv3WA,"Heather","Kid Krow","Conan Gray",2020-03-20,198040,85,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:41:23Z,"","Republic Records",0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,3
spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,"Wrecking Ball","Bangerz (Deluxe Version)","Miley Cyrus",2013-10-04,221366,81,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:41:37Z,"","RCA Records Label",0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,4
spotify:track:1ybJ2itxCxPCPkcA9sOgTO,"Satisfied (feat. Miguel & Queen Latifah)","Satisfied (feat. Miguel & Queen Latifah) [from The Hamilton Mixtape]","Sia;Miguel;Queen Latifah",2016-11-11,318390,34,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:42:33Z,"r&b,musicals,east coast hip hop","Atlantic Records",0.58,0.544,0,-7.636,0,0.0697,0.497,0,0.168,0.308,123.984,4
spotify:track:6BaNThXIvbb9ZXmgtvW0qZ,"Nada Es Gratis en la Vida","Raro","El Cuarteto De Nos",2006-03-11,227866,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:43:08Z,"cuarteto,argentine rock,latin rock,rock en español","Cuarteto de nos",0.568,0.831,0,-4.104,1,0.0279,0.0245,0,0.146,0.538,105.954,4
spotify:track:5GzToRpMxX7x8dUhWWUffH,"Algo mejor que hacer","Porfiado","El Cuarteto De Nos",2012-04-27,201133,67,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:43:20Z,"cuarteto,argentine rock,latin rock,rock en español","WM Argentina",0.463,0.862,9,-3.002,1,0.0391,0.0572,0,0.0722,0.551,163.018,4
spotify:track:3avq45gmcBoflemZ3vz1eJ,"Nuevamente","Grandes Exitos / Greatest Hits","El Cuarteto De Nos",2004,131600,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:43:25Z,"cuarteto,argentine rock,latin rock,rock en español","Cuarteto de Nos",0.642,0.851,2,-8.118,0,0.0386,0.0148,0.00000145,0.0873,0.971,99.992,4
spotify:track:2p4FOWHHd2A6TBmTkdt1G0,"En la Ciudad de la Furia - MTV Unplugged","Comfort Y Musica Para Volar","Soda Stereo",1996-09-01,522000,61,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:43:41Z,"rock en español,latin rock,argentine rock,latin alternative","Ariola",0.361,0.519,11,-10.02,0,0.0597,0.415,0.057,0.845,0.266,170.604,4
spotify:track:4Ha3yYGXzyBSC7LdxWXDY0,"Milonga del marinero y el capitán","Palabras más, palabras menos","Los Rodriguez",1995-05-21,206240,55,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:43:48Z,"latin rock,argentine rock,rock en español","DRO/EastWest Spain",0.538,0.926,4,-4.132,0,0.0396,0.151,0.000257,0.311,0.749,96.382,4
spotify:track:31xVuaxFElzKPIp6Z9HT5N,"La Melodía de Dios","Destinologia","Tan Bionica",2013-01-01,285306,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:43:52Z,"argentine rock","Pirca Records",0.67,0.912,0,-4.36,1,0.0271,0.00936,0.000186,0.0804,0.433,116.064,4
spotify:track:6lSypaQOcC6JtzfwpINLGW,"El hijo de Hernández","Bipolar","El Cuarteto De Nos",2009-11-17,239293,65,true,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:43:58Z,"cuarteto,argentine rock,latin rock,rock en español","WM Argentina",0.73,0.866,7,-2.693,0,0.0263,0.0151,0,0.249,0.824,113.004,4
spotify:track:1ZGs4W7LBJy68hRPTsvMFc,"Para no olvidar","Palabras más, palabras menos","Los Rodriguez",1995-05-21,234813,67,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:44:13Z,"latin rock,argentine rock,rock en español","DRO/EastWest Spain",0.593,0.926,7,-3.696,0,0.0322,0.242,0.00000157,0.207,0.961,104.854,4
spotify:track:6mOZfn6CVXsX1Tt0l3thm3,"Sin documentos","¡Hasta luego!","Los Rodriguez",1996-05-21,285093,2,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:44:19Z,"latin rock,argentine rock,rock en español","WM Spain",0.387,0.972,7,-2.84,0,0.101,0.565,0.00000483,0.0921,0.839,192.392,4
spotify:track:0C9aWmWtcXYpmvIWIVECiy,"Trap Del Terraplanismo - 8d Remix","Trap Del Terraplanismo (8d Remix)","Jaime Altozano",2018-10-13,186583,11,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:44:33Z,"","693118 Records DK",0.918,0.412,7,-15.627,1,0.235,0.226,0.000121,0.361,0.686,115.045,4
spotify:track:1lAFWiaVhJhvQ5Gtzp6vSu,"Tu Carcel - En Vivo","En Vivo","Los Enanitos Verdes",2004-01-01,242413,72,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:44:47Z,"rock en español,latin rock,argentine rock,mexican rock,latin alternative","Universal Music Mexico",0.639,0.745,2,-5.455,1,0.0291,0.153,0.00000433,0.914,0.582,117.454,4
spotify:track:6cIGfLHJg3pD7OF0tLZH2V,"Ya No Sé Que Hacer Conmigo","Raro","El Cuarteto De Nos",2006-03-11,241000,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:45:09Z,"cuarteto,argentine rock,latin rock,rock en español","Cuarteto de nos",0.677,0.775,11,-5.467,0,0.0298,0.122,0,0.142,0.557,102.015,4
spotify:track:0OEBOJhSObnFuHuasXdt52,"Dia de Enero","Fijación Oral, Vol. 1","Shakira",2005-06-03,173133,10,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:45:16Z,"latin pop","Epic",0.687,0.361,10,-11.589,1,0.0792,0.35,0.0000111,0.11,0.526,165.747,4
spotify:track:0lwcP1BPhpJD0hGLH1a4AW,"Vida ingrata","Porfiado","El Cuarteto De Nos",2012-04-27,237640,53,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:45:30Z,"cuarteto,argentine rock,latin rock,rock en español","WM Argentina",0.62,0.861,11,-4.06,0,0.0377,0.00808,0.00000996,0.0857,0.614,108.992,4
spotify:track:1ZloiYHsmQQv63UYZ8InSd,"No Quiero Ser Normal","Grandes Exitos / Greatest Hits","El Cuarteto De Nos",2004,218853,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:45:37Z,"cuarteto,argentine rock,latin rock,rock en español","Cuarteto de Nos",0.44,0.66,1,-7.242,0,0.0379,0.0103,0.00000221,0.108,0.767,205.896,4
spotify:track:7bAmNB31uBPRbnjOpCgGoJ,"Nada me da satisfacción","Bipolar","El Cuarteto De Nos",2009-11-17,235186,54,true,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:45:40Z,"cuarteto,argentine rock,latin rock,rock en español","WM Argentina",0.684,0.813,5,-3.281,0,0.0306,0.0308,0,0.124,0.697,128.025,4
spotify:track:4DPY6KAMqfyQbaAZcr3bik,"El Amor","Independiente + Demos","Ricardo Arjona",2011,286786,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:46:42Z,"latin pop","Metamorfosis Enterprises Inc.",0.49,0.711,10,-4.585,1,0.0381,0.334,0.00000214,0.0845,0.281,151.801,4
spotify:track:0ZzwAoc9yfYbLuQMizMNi7,"El Profe","El Templo del Pop","Miranda!",2008-04-01,176040,57,true,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:46:58Z,"latin pop","Pelo Music S.A.",0.805,0.809,6,-3.991,1,0.263,0.0562,0.000278,0.0384,0.972,170.976,4
spotify:track:45dWn7gzWdxNO15dPzWRSV,"Yo Te Diré","El Templo del Pop","Miranda!",2008-04-01,206053,64,true,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:47:01Z,"latin pop","Pelo Music S.A.",0.917,0.98,11,-4.087,0,0.0382,0.00472,0.0142,0.128,0.94,127.017,4
spotify:track:0oakHTPj4SF7Si0NAsLwi8,"Las flores","Re","Café Tacvba",1994-07-20,135133,65,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:47:04Z,"rock en español,mexican rock,latin rock,latin alternative,ska","WM Mexico",0.615,0.928,10,-4.218,1,0.0412,0.186,0.0000044,0.147,0.962,156.926,4
spotify:track:7jxHeJLVpnP7S08JFF4GBi,"Ciega, Sordomuda","Donde Estan Los Ladrones","Shakira",1998-09-29,267826,77,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:47:09Z,"latin pop","Epic",0.746,0.876,1,-6.042,1,0.0345,0.0438,0.00000251,0.112,0.928,119.97,4
spotify:track:5n0WDCxbmV229I6owt6Q7H,"Como una vela","Aún Más Curiosa La Cara De Tu Padre","Melendi",2009-03-24,220906,41,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:47:14Z,"flamenco,flamenco pop","Parlophone Spain",0.584,0.893,6,-5.718,0,0.0709,0.0148,0,0.368,0.469,96.622,4
spotify:track:0WajUW5XINeraP2w0F3F8E,"Don","El Templo del Pop","Miranda!",2008-04-01,183973,75,true,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:47:20Z,"latin pop","Pelo Music S.A.",0.824,0.738,6,-5.431,1,0.0867,0.0215,0,0.0495,0.961,119.973,4
spotify:track:3UIENhLRdFIOuRan92cAQu,"En algún lugar","El Grito Del Tiempo","Duncan Dhu",1987-01-17,235626,76,false,69oh5k00ex7bpgk11ozuiftdn,2021-06-04T21:47:32Z,"rock en español,latin rock","DRO/EastWest Spain",0.527,0.859,7,-6.685,1,0.0687,0.176,0.0866,0.157,0.443,74.214,4
