Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5i7ThJfYLAzp2DyZuFpF6j,"Heart Of Glass (Live from the iHeart Festival)","Heart Of Glass / Midnight Sky","Miley Cyrus",2020-09-29,213671,1,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-08T22:36:48Z,"","RCA Records Label",0.58,0.908,4,-5.303,1,0.0341,0.000335,0.0000484,0.087,0.427,115.016,4
spotify:track:5kRBzRZmZTXVg8okC7SJFZ,"Another Day Of Sun","La La Land (Original Motion Picture Soundtrack)","La La Land Cast",2016-12-09,228173,66,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-08T22:45:31Z,"","UMGRI Interscope",0.588,0.742,8,-6.757,1,0.0528,0.0162,0.00000398,0.653,0.824,125.819,4
spotify:track:0ikz6tENMONtK6qGkOrU3c,"Wake Me Up Before You Go-Go","Make It Big","Wham!",1984-10-23,231333,80,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:26:00Z,"christmas","Columbia",0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,4
spotify:track:4cOdK2wGLETKBW3PvgPWqT,"Never Gonna Give You Up","Whenever You Need Somebody","Rick Astley",1987-11-12,213573,5,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:26:15Z,"","BMG Rights Management (UK) Ltd",0.721,0.939,8,-11.823,1,0.0376,0.115,0.0000379,0.108,0.914,113.309,4
spotify:track:1ChulFMnwxoD74Me8eX2TU,"You Spin Me Round (Like a Record)","Evolution: The Hits","Dead Or Alive",2003-05-19,195146,71,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:26:21Z,"hi-nrg,synthpop","Epic",0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,4
spotify:track:6HGDxEtcoUsztb2xeVOXTP,"arrow","Now, Not Yet","half•alive",2019-08-09,222706,51,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-08T22:45:35Z,"","half·alive/RCA Records",0.797,0.606,7,-6.41,1,0.0938,0.00549,0.0000962,0.0954,0.77,99.982,4
spotify:track:4TTcBKSLK2lvjJaEBJsVoP,"Absentee","Absentee","Jack Campbell",2013-07-27,161259,39,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-08T22:46:13Z,"","Keen Coyote Records",0.664,0.591,2,-6.453,1,0.0469,0.131,0.0132,0.14,0.509,111.93,4
spotify:track:2I2mDjNl9SAdbQtUFsmTE7,"Home to Me","Live at Dorothy Major","Devil and the Deep Blue Sea",2016-01-05,217355,35,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-08T22:46:20Z,"","601772 Records DK",0.443,0.395,2,-10.732,1,0.0318,0.819,0.0000119,0.149,0.645,130.4,4
spotify:track:67VxWciiaYZYy3NTlyCtp7,"Cigarette Ahegao","Public Void","Penelope Scott",2020-09-25,183992,59,true,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:34:02Z,"","Penelope Scott and Many Hats Distribution",0.654,0.285,5,-13.379,0,0.0375,0.0966,0.0216,0.105,0.148,82.997,4
spotify:track:6gX1oGgkDZXVEnqm4CC8mk,"Too Close","Party Favors","Sir Chloe",2020-10-23,170575,0,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:34:12Z,"","Terrible Records",0.421,0.556,9,-5.729,1,0.0514,0.171,0,0.178,0.536,166.021,4
spotify:track:25z6kpmIwkCUqk2IORrJ5v,"Rät","Public Void","Penelope Scott",2020-09-25,194165,0,true,69oh5k00ex7bpgk11ozuiftdn,2021-01-08T22:46:39Z,"","Tesla's Pigeon",0.591,0.45,5,-13.291,0,0.26,0.312,0.000116,0.147,0.304,144.201,4
spotify:track:7HZ6Ofd1vedQgESGo03MYn,"Waltz in E-Major, Op. 15 ""Moon Waltz""","Cojum Dip","Cojum Dip",2019-11-27,287748,50,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-08T22:47:17Z,"","1166557 Records DK",0.418,0.612,4,-7.522,1,0.0278,0.0466,0.00279,0.372,0.411,89.968,3
spotify:track:5NvOZCjZaGGGL597exlQWv,"Line Without a Hook","Montgomery Ricky","Ricky Montgomery",2016-04-08,249586,80,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-08T22:47:51Z,"","Warner Records",0.432,0.652,8,-4.969,1,0.0285,0.262,0,0.258,0.507,190.028,3
spotify:track:1vxw6aYJls2oq3gW0DujAo,"Crazy","St. Elsewhere","Gnarls Barkley;CeeLo Green;Danger Mouse",2007-12-01,177933,82,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-08T22:51:09Z,"","WM UK",0.866,0.537,8,-5.786,1,0.0335,0.053,0.0156,0.0866,0.643,111.987,4
spotify:track:1rRwwqteLePmi70PGaC8ah,"Arms Tonite","O My Heart","Mother Mother",2008-09-23,216666,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-15T14:58:23Z,"","Last Gang",0.687,0.646,4,-3.841,1,0.039,0.0973,0.000593,0.161,0.323,139.978,4
spotify:track:4ZUv5GgKcziw6ZjyxUfudU,"Sweet Hibiscus Tea","The Junkyard 2","Penelope Scott",2020-05-13,145343,0,true,69oh5k00ex7bpgk11ozuiftdn,2021-01-15T14:58:25Z,"","2033926 Records DK",0.648,0.22,5,-10.735,1,0.0503,0.868,0,0.291,0.614,110.706,4
spotify:track:0HBrtXJohbIW4IhPZ50GmH,"The Bidding","Marvin's Marvelous Mechanical Museum","Tally Hall",2005-10-24,160613,67,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-17T00:20:38Z,"","Tally Hall",0.538,0.607,9,-5.261,0,0.216,0.248,0.00000554,0.0999,0.515,175.424,4
spotify:track:4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)","Train",2010-12-01,216773,82,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:26:40Z,"soft pop","Columbia",0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,4
spotify:track:53c9tTEHXWL5GkYNalbXZ3,"C'mon - Single Version","C'mon","Panic! At The Disco;fun.",2011-05-17,214430,53,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-17T00:22:52Z,"emo","Decaydance/Fueled By Ramen",0.38,0.489,0,-7.027,1,0.0362,0.0351,0.00243,0.081,0.337,127.097,4
spotify:track:1qDrWA6lyx8cLECdZE7TV7,"Somebody That I Used To Know","Making Mirrors","Gotye;Kimbra",2011-01-01,244884,82,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-17T00:23:18Z,"","Universal-Island Records Ltd.",0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,4
spotify:track:3gbBpTdY8lnQwqxNCcf795,"Pompeii","Bad Blood","Bastille",2013-01-01,214147,72,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:26:46Z,"","EMI (Virgin)",0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,4
spotify:track:6KDKqDAi5e9pmb68tfOe7E,"Postmodern Girl","Late Stage Capitalism","jeremy messersmith",2018-03-09,219399,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-17T00:25:31Z,"","Glassnote Entertainment Group LLC",0.64,0.36,5,-14.241,1,0.0366,0.742,0.324,0.105,0.842,147.798,4
spotify:track:4GIT7n9gyvANOR8Zgqop7b,"Roundstein","Roundstein","Jaime Altozano",2017-10-27,245568,18,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-17T02:30:55Z,"","693118 Records DK",0.588,0.63,9,-6.767,0,0.0364,0.39,0.207,0.327,0.5,87.97,4
spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,"Safe And Sound","In A Tidal Wave Of Mystery (Deluxe Edition)","Capital Cities",2013,192789,12,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-17T20:07:32Z,"","Capital Cities",0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5
spotify:track:213x4gsFDm04hSqIUkg88w,"On Top Of The World","Night Visions","Imagine Dragons",2012-09-04,192280,75,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:34:31Z,"","Kid Ina Korner / Interscope",0.63,0.924,0,-5.589,1,0.145,0.0841,0.00000356,0.084,0.763,100.045,4
spotify:track:3pm1X3oQBKQ4vcp3i9PWRg,"Things We Lost In The Fire","Bad Blood","Bastille",2013-01-01,240746,62,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:34:37Z,"","Virgin Records",0.587,0.918,4,-4.878,0,0.0581,0.0636,0,0.267,0.629,134.055,4
spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,"Sweater Weather","I Love You.","The Neighbourhood",2013-04-22,240400,92,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-21T03:12:47Z,"","Columbia",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
spotify:track:1M4Ud66z18wuIq3oOxqVHa,"bad idea!","bad idea!","girl in red",2019-09-03,219638,7,true,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:26:53Z,"bedroom pop","world in red",0.511,0.806,1,-6.093,1,0.0481,0.03,0.0465,0.252,0.41,162.04,4
spotify:track:0p7LqvPd3sMXbgHLcvFXbw,"Birds (feat. Terrence Williams Jr)","Ultimate Storytime","Thomas Sanders;Terrence Williams Jr",2016-11-18,209068,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-22T17:13:20Z,"","Reboot The People",0.504,0.348,5,-9.118,1,0.03,0.876,0,0.113,0.322,105.767,4
spotify:track:2kS6td1yvmpNgZTt1q5pQq,"Hayloft","O My Heart","Mother Mother",2008-09-23,181680,2,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-22T21:50:27Z,"","Last Gang",0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,4
spotify:track:3xtiXNDbSKxy20I7D6vFUg,"Soldier, Poet, King","Dear Wormwood","The Oh Hellos",2015-10-16,165673,74,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:27:01Z,"folk pop,christian folk,indie folk","The Oh Hellos",0.347,0.758,8,-7.753,1,0.0706,0.031,0.000659,0.109,0.484,117.959,4
spotify:track:003vvx7Niy0yvhvHt4a68B,"Mr. Brightside","Hot Fuss","The Killers",2004,222973,90,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-22T22:24:57Z,"alternative rock","Island Records",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4
spotify:track:506O2O13slCAUEo6w8aqr8,"I'll Keep You Safe","I'll Keep You Safe","sagun",2017-10-06,185875,18,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-22T22:41:32Z,"lo-fi","Platoon",0.755,0.0625,7,-24.694,1,0.0555,0.945,0.816,0.178,0.462,114.984,4
spotify:track:7DwaOIkZk8qLJKGX7XTF2l,"Tip Toes","3","half•alive",2017-04-24,195047,46,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:34:48Z,"","half·alive/RCA Records",0.68,0.789,5,-5.589,1,0.159,0.039,0.00000375,0.112,0.54,130.029,4
spotify:track:0m7TguDgLue2LCaDF7B4qx,"Bang!","Bang!","AJR",2020-02-12,170858,45,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-23T00:42:26Z,"","Black Butter",0.74,0.517,1,-6.233,0,0.0506,0.0183,0,0.0558,0.698,139.917,4
spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,"Treat You Better","Illuminate","Shawn Mendes",2017-04-20,187973,86,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-23T04:10:44Z,"","Island Records",0.443,0.82,10,-4.091,0,0.34,0.107,0,0.107,0.771,82.697,4
spotify:track:0SBvMC1HgFd4IZHPmiJlTn,"Inferno (From ""Fire Force"")","Inferno (From ""Fire Force"")","David Delgado",2019-08-16,218010,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-23T04:12:31Z,"anime","Laharl Square",0.537,0.862,9,-5.308,1,0.0658,0.00895,0,0.24,0.826,184.918,4
spotify:track:48XkVAagIoQHCsOlJtXUd5,"still feel.","Now, Not Yet","half•alive",2019-08-09,247787,62,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-23T04:12:36Z,"","half·alive/RCA Records",0.779,0.516,10,-6.467,0,0.0521,0.148,0,0.0492,0.715,120.026,4
spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,"Complicated","Let Go","Avril Lavigne",2002-06-04,244506,83,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-23T04:14:21Z,"","Arista",0.585,0.776,5,-5.898,1,0.0459,0.0572,0.00000774,0.3,0.427,77.987,4
spotify:track:0QUgSlWpeW7VCkLmrc58RU,"Saline Solution","Your City Gave Me Asthma","Wilbur Soot",2020-06-25,198112,51,true,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:35:04Z,"","2076193 Records DK2",0.573,0.21,9,-18.13,0,0.0605,0.91,0.0537,0.102,0.19,107.479,3
spotify:track:734dz1YaFITwawPpM25fSt,"Je veux","Zaz","Zaz",2010-05-10,215933,70,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-23T04:30:39Z,"chanson,french pop,french jazz","Parlophone (France)",0.525,0.807,2,-6.366,0,0.0725,0.251,0,0.0504,0.741,155.397,4
spotify:track:6zrJLhslleCHby0wbUnvVy,"Future Nostalgia","Future Nostalgia","Dua Lipa",2020-03-27,184881,57,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-26T21:32:17Z,"pop","Warner Records",0.875,0.813,7,-4.502,1,0.0579,0.00618,0,0.321,0.859,114.993,4
spotify:track:3PfIrDoz19wz7qK7tYeu62,"Don't Start Now","Future Nostalgia","Dua Lipa",2020-03-27,183290,82,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-26T21:32:22Z,"pop","Warner Records",0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4
spotify:track:7EQGXaVSyEDsCWKmUcfpLk,"Die Young","Warrior (Expanded Edition)","Kesha",2012-11-30,211920,80,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:27:19Z,"","Kemosabe Records/RCA Records",0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,4
spotify:track:3AzjcOeAmA57TIOr9zF1ZW,"Physical","Future Nostalgia","Dua Lipa",2020-03-27,193829,77,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-26T21:32:27Z,"pop","Warner Records",0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,4
spotify:track:4rPkN1FMzQyFNP9cLUGIIB,"Love Again","Future Nostalgia","Dua Lipa",2020-03-27,258004,78,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-26T21:41:09Z,"pop","Warner Records",0.659,0.667,11,-4.668,0,0.0339,0.00173,0.0000285,0.1,0.468,115.982,4
spotify:track:7cxcMgTHKSZ25C0q1i50Dk,"anarchy","anarchy","Egg",2020-04-30,167878,47,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:35:23Z,"","egg music",0.552,0.0855,7,-21.638,1,0.101,0.974,0,0.137,0.604,83.871,4
spotify:track:4lOEGaLwY4yN2WFfGIq2Tr,"Moonsickness","Public Void","Penelope Scott",2020-09-25,314100,47,true,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:35:29Z,"","Penelope Scott and Many Hats Distribution",0.669,0.0977,10,-18.929,1,0.0704,0.332,0.0022,0.17,0.0798,120.033,4
spotify:track:4hQG3xw5TxgJ0XIX8CfKZD,"Untie You","Party Favors","Sir Chloe",2020-10-23,200470,0,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:35:36Z,"","Terrible Records",0.351,0.467,2,-6.432,1,0.0322,0.255,0.0000128,0.156,0.272,170.163,4
spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Prisoner (feat. Dua Lipa)","Plastic Hearts","Miley Cyrus;Dua Lipa",2020-11-27,169338,71,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:27:24Z,"pop","RCA Records Label",0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,4
spotify:track:2lpIh6Gr6HYjg1CFBaucS5,"De Música Ligera - Remasterizado 2007","Canción Animal (Remastered)","Soda Stereo",1990-10-09,212746,78,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-27T13:28:39Z,"rock en español,latin rock,argentine rock,latin alternative","Columbia",0.537,0.748,2,-6.392,1,0.0282,0.000633,0.557,0.272,0.78,124.24,4
spotify:track:40lU8uy8xKKRAP9A1N3BqH,"Ex de Verdad - HA-ASH Primera Fila - Hecho Realidad [En Vivo]","HA-ASH Primera Fila - Hecho Realidad","Ha*Ash",2014-11-11,247760,69,false,69oh5k00ex7bpgk11ozuiftdn,2021-01-29T15:27:07Z,"latin pop","Columbia",0.722,0.682,11,-4.796,1,0.0434,0.427,0,0.954,0.561,110.025,4
spotify:track:3sa1wUB8FAkoH95MGPGBWI,"Michelle","Michelle","Sir Chloe",2019-04-11,214087,0,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T15:21:19Z,"","Terrible Records",0.366,0.439,4,-5.238,1,0.0298,0.0781,0.0000192,0.108,0.11,115.94,3
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,"Hips Don't Lie (feat. Wyclef Jean)","Oral Fixation, Vol. 2 (Expanded Edition)","Shakira;Wyclef Jean",2005-11-28,218093,20,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T15:22:22Z,"latin pop","Epic",0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,4
spotify:track:4zy1s9GnxWsNzZp1688euA,"Addicted to You","Sale el Sol","Shakira",2010-10-19,147480,79,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T15:22:30Z,"latin pop","Sony Music Latin/Epic",0.891,0.809,0,-5.753,1,0.0756,0.0407,0.136,0.0743,0.967,126.023,4
spotify:track:5ArQzSBevAdXTxRY6Ulhbq,"Mama Said","Lukas Graham","Lukas Graham",2016-04-01,206902,70,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T20:08:58Z,"dansk pop","Warner Records",0.712,0.799,7,-4.564,0,0.0703,0.0447,0.000064,0.37,0.591,83.996,4
spotify:track:2cGxRwrMyEAp8dEbuZaVv6,"Instant Crush (feat. Julian Casablancas)","Random Access Memories","Daft Punk;Julian Casablancas",2013-05-20,337560,78,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:20:10Z,"french house,electronic,electro","Columbia",0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,4
spotify:track:0NYLOvWtvJdyeceDD9R1Vw,"One Minute More","In A Tidal Wave Of Mystery (Deluxe Edition)","Capital Cities;Sebu Simonian",2013,202921,0,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:35:49Z,"","Capital Cities",0.606,0.857,2,-4.48,1,0.0333,0.00474,0.00000536,0.0993,0.377,122.972,4
spotify:track:6xZ4Q2k2ompmDppyeESIY8,"Level of Concern","Level of Concern","Twenty One Pilots",2020-04-09,220051,63,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:23:57Z,"","Fueled By Ramen",0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,4
spotify:track:3z9OnsnvM6SFN2dzrSDdVO,"Love Like You (feat. Rebecca Sugar) - End Credits","Steven Universe, Vol. 1 (Original Soundtrack)","Steven Universe;Rebecca Sugar",2017-06-02,143629,74,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:24:09Z,"","Cartoon Network / WaterTower Music",0.591,0.242,0,-10.098,0,0.0312,0.879,0,0.15,0.292,118.001,3
spotify:track:2mlGPkAx4kwF8Df0GlScsC,"Buttercup","Pop Food","Jack Stauber",2017-03-25,208026,68,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:24:41Z,"","Plopscotch Records",0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,4
spotify:track:2UAWYufVaO3EnUUNzl0ppO,"CANGURO","CARAVANA","WOS",2019-10-04,196745,61,true,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:26:21Z,"argentine trap","DOGUITO Records / DALE PLAY Records",0.602,0.751,1,-4.358,1,0.327,0.173,0,0.667,0.934,163.874,4
spotify:track:1ZreCbCSHpRcvqYpXlxnYC,"The Wolf","BOUNCE INTO THE MUSIC","SIAMES",2016-08-02,186945,65,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:28:25Z,"","SIAMÉS",0.544,0.742,8,-5.117,1,0.0283,0.000633,0.000392,0.207,0.659,96.012,4
spotify:track:6tMdpUXfT70TD6Eh3XfB1p,"My Ordinary Life","My Ordinary Life","The Living Tombstone",2017-11-23,230893,72,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:30:03Z,"","Ghost Pixel",0.675,0.66,9,-8.906,0,0.0648,0.0197,0.352,0.241,0.577,175.954,4
spotify:track:0vf2eBw2inhl8y61cYQMv2,"Devil Town","Cavetown","Cavetown",2015-11-09,179955,71,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:30:29Z,"bedroom pop","Oat Milk Industries and Many Hats Endeavors",0.576,0.759,3,-8.165,1,0.0599,0.12,0,0.121,0.501,99.969,4
spotify:track:14ny3vlL25p6Vix2Sb8k1b,"Do It All The Time","Do It All The Time","I DONT KNOW HOW BUT THEY FOUND ME",2018-08-24,167803,60,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:33:51Z,"","Fearless Records",0.795,0.597,11,-6.395,0,0.0327,0.106,0,0.113,0.849,110.014,4
spotify:track:7JTGwb6ug0z15F5roNLE0s,"Two Time","Inchman / Two Time","Jack Stauber's Micropop",2018-06-04,139850,69,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:35:02Z,"","Plopscotch Records",0.832,0.346,0,-9.64,1,0.036,0.112,0.0000129,0.0945,0.688,98.512,4
spotify:track:36IkqxHDTCZJGRPz9Dmpap,"Community Gardens","BURN PYGMALION​!​!​! A Better Guide to Romance","The Scary Jokes;Louie Zong",2019-01-01,164597,40,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:27:43Z,"","The Scary Jokes and Many Hats Distribution",0.691,0.31,10,-12.245,1,0.11,0.765,0.00000985,0.845,0.622,95.037,4
spotify:track:0n0XAmYCMWlzj3W9VdMejw,"Happy Together (feat. Ray Toro)","Happy Together (feat. Ray Toro)","Gerard Way;Ray Toro",2019-02-08,179392,56,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:35:31Z,"","Reprise",0.621,0.816,7,-4.077,1,0.0316,0.0695,0.00559,0.103,0.716,122.032,4
spotify:track:5Hroj5K7vLpIG4FNCRIjbP,"Best Day Of My Life","Oh, What A Life","American Authors",2014-01-01,194240,79,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:36:26Z,"","Island Records",0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000227,0.0558,0.536,100.012,4
spotify:track:76EeScTnI2sCjDY0SfEoSb,"Work This Body","TALKING IS HARD","WALK THE MOON",2014-12-02,177626,55,false,69oh5k00ex7bpgk11ozuiftdn,2022-08-05T15:36:05Z,"","RCA Records Label",0.421,0.831,4,-5.128,1,0.106,0.0283,0,0.464,0.488,134.184,4
spotify:track:6mi1qJnxW164dbHszk32z5,"Honey I'm Home","Honey I'm Home","Ghost and Pals",2019-08-18,213085,58,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:27:47Z,"vocaloid","Ghost and Pals",0.515,0.847,5,-7.107,1,0.0416,0.216,0.0000046,0.696,0.599,120.046,4
spotify:track:0h9anDIBIGt5Ls2zSXxM1u,"Dr. Sunshine Is Dead - 2020 Remastered Version","SELF-iSH (2020 Remastered Version)","Will Wood and the Tapeworms",2020-12-25,286859,0,true,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:27:50Z,"","Will Wood LLC",0.319,0.819,0,-6.122,0,0.0592,0.255,0.0493,0.199,0.288,130.006,4
spotify:track:3mBzmGcvEytNUsPHmpqtXZ,"Weight of the World","Counterfeit Arcade","Shayfer James",2011-11-29,193466,49,false,69oh5k00ex7bpgk11ozuiftdn,2022-07-23T20:27:55Z,"","Strike Line Media",0.421,0.807,9,-6.335,0,0.0401,0.0615,0.0000675,0.102,0.644,82.02,4
spotify:track:2Rmw7J0krEU75ffhkaK93D,"I Miss Having Sex But At Least I Don't Wanna Die Anymore","FANDOM","Waterparks",2019-10-11,133351,57,true,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:37:26Z,"pop punk","Hopeless Records",0.582,0.81,5,-4.104,0,0.106,0.0763,0,0.351,0.874,73.954,4
spotify:track:6i40XRqEwHAnSxwZWasMRp,"For Elise","saintmotelevision","Saint Motel",2016-10-21,203333,57,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-04T21:37:54Z,"","Elektra (NEK)",0.492,0.504,10,-6.322,1,0.0473,0.238,0,0.153,0.262,152.855,4
spotify:track:2nZ3LmQbY2rEd4awJVkQpd,"Pretty Venom (Interlude)","Wake Up, Sunshine","All Time Low",2020-04-03,182450,41,true,69oh5k00ex7bpgk11ozuiftdn,2021-02-05T20:16:38Z,"pop punk,emo,punk","Fueled By Ramen",0.686,0.591,3,-8.365,1,0.045,0.569,0.000813,0.366,0.465,129.015,4
spotify:track:5cCrDKEfAvOK1zczpk5y2S,"Eat Them Apples","Eat Them Apples","Suzi Wu",2020-10-02,177589,39,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-05T21:19:55Z,"","Suzanna Rose McDermott",0.781,0.442,1,-11.079,1,0.0387,0.0524,0.618,0.0759,0.0891,110.03,4
spotify:track:7aQjPecQdIuNd1sz3KCDhD,"Lovefool","First Band On The Moon (Remastered)","The Cardigans",1996-01-01,193953,83,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-06T05:49:07Z,"swedish pop","Universal Music AB",0.704,0.636,9,-6.029,1,0.0252,0.0344,0,0.35,0.89,111.845,4
spotify:track:1oew3nFNY3vMacJAsvry0S,"Me And My Broken Heart","Let The Road","Rixton",2014-01-01,193733,75,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-06T05:56:40Z,"","Silent Records/Giant Little Man",0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,4
spotify:track:27SdWb2rFzO6GWiYDBTD9j,"Cheap Thrills","This Is Acting","Sia",2016-01-29,211666,79,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-06T05:58:13Z,"","Monkey Puzzle Records/RCA Records",0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4
spotify:track:4VrWlk8IQxevMvERoX08iC,"Chandelier","1000 Forms Of Fear","Sia",2014-07-04,216120,83,false,69oh5k00ex7bpgk11ozuiftdn,2021-02-06T05:58:26Z,"","Monkey Puzzle Records/RCA Records",0.399,0.787,1,-2.88,1,0.0499,0.0197,0.0000607,0.0685,0.572,117.089,5
spotify:track:08bNPGLD8AhKpnnERrAc6G,"FRIENDS","FRIENDS","Marshmello;Anne-Marie",2018-02-09,202620,8,true,69oh5k00ex7bpgk11ozuiftdn,2021-02-06T06:00:38Z,"edm","Atlantic Records UK",0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4
